Từ_1        Từ_2         1    2    3    4    5    6    7    8    9    10   11   12   
quân_đội    lữ_đoàn      5.5  4.9  6.5  7.0  5.5  5.7  6.5  5.1  4.9  5.5  4.7  4.8  
kim_loại    nhôm         6.0  6.0  5.5  7.5  5.7  6.3  6.0  5.6  5.4  6.2  5.5  5.2  
ghế         bàn          3.5  3.0  6.0  4.6  3.7  3.5  4.0  3.1  2.9  3.0  2.8  2.9  
mây         sương_mù     6.5  6.8  5.5  7.5  6.1  6.4  5.5  6.1  5.9  7.0  5.9  5.6  
trai        con_trai     7.5  7.4  7.0  8.0  7.5  7.7  6.5  7.1  6.9  7.8  6.8  6.9  
nước        băng_tuyết   7.0  7.0  4.0  3.6  6.9  7.0  3.0  6.6  6.4  7.4  6.5  6.2  
giường      màn          3.5  3.3  6.0  3.6  3.9  3.4  3.0  3.1  2.9  3.5  2.7  2.8  
luật_sư     luật_gia     8.5  8.6  6.5  8.0  9.0  8.8  9.0  8.1  7.9  8.7  8.0  7.7  
vùng        khu_vực      8.0  7.5  7.0  9.0  8.5  8.1  7.6  7.6  7.4  7.5  7.3  7.4  
thương_mại  công_ty      5.5  5.8  5.0  8.0  5.9  5.1  6.0  5.1  4.9  5.6  4.9  4.6  
quần_áo     vải_vóc      6.0  5.8  5.0  6.6  6.1  5.6  6.0  5.6  5.4  6.0  5.3  5.4  
sơ_mi       áo_choàng    4.5  4.1  6.0  7.0  5.0  4.3  6.8  4.1  3.9  5.0  4.0  3.7  
tiền        vốn          7.5  7.3  6.0  7.0  7.8  7.1  6.0  7.1  6.9  7.5  6.7  6.8  
bàn_tay     bàn_chân     3.5  3.2  6.0  8.0  3.6  3.6  6.0  3.1  2.9  3.4  3.0  2.7  
cồn         rượu_cần     7.0  6.7  6.5  7.5  7.4  7.2  6.5  6.6  6.4  7.1  6.3  6.4  
thước       li           5.5  5.8  2.3  2.6  5.0  5.6  2.0  5.1  4.9  5.5  4.9  4.6  
phân_tử     nguyên_tử    5.5  5.2  6.0  8.0  5.2  5.8  6.0  5.1  4.9  5.1  4.8  4.9  
thấu_kính   máy_ảnh      4.5  4.2  7.5  5.6  4.7  4.3  5.0  4.1  3.9  4.7  4.0  3.7  
bữa         bữa_ăn       4.0  3.4  8.5  8.5  4.2  3.9  9.7  3.6  3.4  3.9  3.2  3.3  
mắt         nước_mắt     5.5  5.9  6.0  4.6  5.1  5.3  4.0  5.1  4.9  5.5  5.0  4.7  
thánh_thần  ma_quỷ       2.0  2.1  3.0  5.0  1.8  1.9  3.5  1.6  1.4  2.0  1.3  1.4  
vòng        dây_lưng     4.5  4.6  3.0  2.1  4.8  4.9  1.5  4.1  3.9  4.6  3.9  3.6  
chuột_nhắt  chuột        6.5  6.8  7.5  7.5  6.8  6.2  8.0  6.1  5.9  6.3  5.8  5.9  
động_cơ     máy          7.5  7.5  7.0  8.0  7.7  7.8  6.7  7.1  6.9  7.3  7.0  6.7  
xe_hơi      xe_tải       3.5  2.8  5.5  7.5  4.0  3.8  7.0  3.1  2.9  3.7  2.7  2.8  
mèo         sư_tử        4.0  4.1  4.5  6.0  3.7  4.3  6.7  3.6  3.4  3.6  3.5  3.2  
cỡ          cường_độ     1.5  1.3  5.0  5.0  1.7  1.7  5.5  1.1  0.9  1.7  0.8  0.9  
thực_tế     ảo_tưởng     0.0  1.1  0.0  0.0  0.5  1.3  1.0  0.6  0.4  1.0  0.5  0.5  
cửa         cổng         4.0  3.8  8.0  7.5  4.0  3.6  8.0  3.6  3.4  4.0  3.3  3.4  
mèo         vật_nuôi     6.0  5.6  7.0  7.0  6.1  5.6  5.0  5.6  5.4  5.9  5.5  5.2  
thiếc       nhôm         5.0  5.0  6.5  4.6  4.7  4.9  4.0  4.6  4.4  5.2  4.2  4.3  
xương       hàm          6.5  6.7  6.0  5.6  6.6  6.2  5.0  6.1  5.9  6.5  6.0  5.7  
lương_thực  lúa_nước     7.0  6.7  7.0  4.6  6.5  6.6  4.0  6.6  6.4  7.4  6.3  6.4  
nhà         sổ_đỏ        3.5  3.2  6.0  3.6  3.2  3.9  3.0  3.1  2.9  3.4  2.9  2.6  
máu         hồng_cầu     8.0  7.4  7.5  9.0  7.8  8.2  7.0  7.6  7.4  8.2  7.3  7.4  
cửa         lối          7.5  7.2  6.0  6.6  7.4  7.7  6.0  7.1  6.9  7.8  7.0  6.7  
thánh_thần  linh_hồn     3.5  2.9  6.0  7.0  3.4  3.2  6.7  3.1  2.9  3.2  2.7  2.8  
khả_năng    năng_lực     8.5  8.1  8.0  8.5  8.8  8.6  7.5  8.1  7.9  8.0  8.0  7.7  
triệu_phú   tỷ_phú       7.0  6.9  8.0  8.0  6.6  7.3  7.5  6.6  6.4  6.9  6.3  6.4  
ghế_tựa     ghế          7.5  7.5  8.5  8.5  7.6  7.9  8.6  7.1  6.9  7.5  6.9  6.6  
tường       gạch         4.5  4.1  6.5  5.6  4.6  4.4  5.0  4.1  3.9  4.5  3.8  3.9  
còi         trống        2.5  2.5  7.0  4.6  2.4  2.5  4.0  2.1  1.9  3.0  2.0  1.7  
phủ_tạng    gan          6.5  6.5  8.0  8.0  6.1  6.2  6.0  6.1  5.9  6.7  5.7  5.8  
sức_mạnh    vũ_lực       7.0  7.0  7.0  6.5  7.0  6.6  7.0  6.6  6.4  7.3  6.5  6.2  
lời_lẽ      từ           7.5  7.6  7.5  7.0  7.6  7.7  7.0  7.1  6.9  7.5  6.8  6.9  
ban_nhạc    show         5.0  5.2  3.3  3.6  5.5  5.1  3.0  4.6  4.4  5.2  4.4  4.1  
bụng        eo           4.5  4.7  8.5  6.6  4.1  4.9  6.0  4.1  3.9  4.2  3.8  3.9  
mây         bão          2.5  2.8  4.3  4.6  2.9  2.6  4.0  2.1  1.9  2.2  2.0  1.7  
tin_vui     vinh_dự      2.5  2.6  7.5  6.0  2.0  2.0  5.0  2.1  1.9  2.5  1.7  3.1  
âm_thanh    tiếng_động   7.5  8.0  7.5  7.5  7.9  7.2  6.5  7.1  6.9  7.9  7.0  6.7  
mưa         sương_muối   6.5  6.4  6.0  6.0  6.8  6.2  5.0  6.1  5.9  6.6  5.8  5.9  
bia         rượu_bia     7.0  7.2  8.0  8.0  7.3  7.4  8.0  6.6  6.4  7.1  6.4  6.1  
đàn_ông     chú          5.0  4.6  5.0  3.6  5.2  5.5  3.0  4.6  4.4  5.3  4.3  4.4  
táo         sinh_tố      4.5  4.7  4.0  4.6  4.7  4.8  4.0  4.1  3.9  4.7  4.0  3.7  
tri_thức    logic        2.0  2.1  6.0  6.5  1.6  2.1  5.0  1.6  1.4  2.3  1.2  1.3  
hội_nghị    ngôn_ngữ     1.0  0.8  4.0  2.6  0.9  1.0  2.0  0.6  0.4  0.6  0.5  0.5  
chồn        lông         6.0  6.2  4.0  3.6  5.9  5.9  3.0  5.6  5.4  5.8  5.3  5.4  
quần_chúng  đám          1.5  1.1  5.0  4.6  1.4  1.6  4.0  1.1  0.9  2.0  0.9  0.6  
bờ          bãi          3.5  2.8  8.0  6.0  3.5  3.9  8.0  3.1  2.9  3.9  2.8  2.9  
dây         thừng        8.0  7.7  6.5  6.5  8.1  8.4  7.0  7.6  7.4  8.3  7.5  7.2  
chim        gà_chọi      3.0  2.7  5.0  5.5  2.9  2.8  6.0  2.6  2.4  3.3  2.2  2.3  
giường      nôi          6.5  6.8  7.0  6.5  6.2  6.2  5.0  6.1  5.9  6.8  6.0  5.7  
năng_lực    tài_năng     7.5  7.4  7.5  7.5  7.3  7.7  6.0  7.1  6.9  7.1  6.8  6.9  
mây         sương        7.0  6.4  6.0  4.6  7.3  7.1  4.0  6.6  6.4  6.5  6.4  6.1  
ăn_uống     bữa          5.0  5.2  5.0  5.6  4.5  4.8  5.0  4.6  4.4  5.1  4.3  4.4  
nhà_hàng    trại_giam    1.5  1.4  2.0  2.0  1.9  1.6  1.0  1.1  0.9  1.8  1.0  0.7  
nước        muối         3.5  3.2  3.0  3.0  3.2  3.2  2.0  3.1  2.9  3.3  2.7  2.8  
giác_quan   trực_giác    5.0  5.5  4.0  6.0  4.7  5.5  5.0  4.6  4.4  4.6  4.5  4.2  
tình_hình   điều_kiện    3.5  3.1  6.0  4.0  3.1  3.2  4.0  3.1  2.9  3.0  2.8  2.9  
tội_phạm    kẻ_trộm      7.5  7.7  8.0  7.0  7.6  7.0  7.0  7.1  6.9  7.0  6.9  6.6  
phong_cách  thời_trang   7.0  6.9  6.0  8.0  7.4  6.7  6.0  6.6  6.4  6.9  6.3  6.4  
ranh_giới   biên_giới    8.5  8.0  7.0  7.0  8.3  8.5  6.5  8.1  7.9  8.1  8.0  7.7  
tay         cơ_thể       5.5  4.7  6.0  4.6  5.5  5.2  4.0  5.1  4.9  5.9  4.7  4.8  
thuyền      xe_hơi       3.5  4.0  5.0  5.0  3.6  3.2  3.0  3.1  2.9  3.9  3.0  2.7  
nem_rán     tiệc         3.0  1.7  4.0  5.5  1.6  1.3  4.0  1.1  0.9  1.2  0.8  0.9  
cô_dâu      công_chúa    3.0  2.6  5.0  6.5  3.2  2.9  5.0  2.6  2.4  2.8  2.4  2.1  
nữ_sinh     nam_sinh     1.0  1.4  8.0  8.0  1.1  1.1  6.0  0.6  0.4  1.0  0.5  0.5  
xe_hơi      phân_khối    3.5  3.2  6.0  3.6  3.1  3.6  3.0  3.1  2.9  3.2  3.0  2.7  
côn_trùng   ong          6.0  5.8  5.0  5.6  6.3  6.5  5.0  5.6  5.4  6.2  5.2  5.3  
nôi         võng         4.5  4.8  7.0  5.6  4.0  5.0  5.0  4.1  3.9  5.0  4.0  3.7  
động_vật    con_người    2.0  1.5  4.0  6.0  1.6  1.8  4.0  3.0  1.4  1.5  1.3  1.4  
cần_sa      thảo_dược    1.5  1.6  3.0  2.6  1.3  1.7  2.0  1.1  0.9  1.5  0.9  0.6  
giường      bệnh_viện    2.5  2.0  2.0  3.6  2.8  2.9  3.0  2.1  3.0  2.1  1.8  1.9  
má          lưỡi         4.5  4.4  6.0  3.6  4.4  4.1  3.0  4.1  3.9  4.9  4.0  3.7  
băng_nhạc   máy_vi_tính  3.0  2.4  4.0  2.6  3.0  2.9  2.0  2.6  2.4  2.9  2.2  2.3  
đường_cong  góc          2.0  1.8  2.0  3.6  2.1  1.9  3.0  1.6  1.4  2.5  1.5  1.2  
cỏ          rêu          5.0  5.0  6.0  5.6  4.8  4.5  5.0  4.6  4.4  4.9  4.3  4.4  
trường_học  luật         3.5  3.7  4.0  2.6  4.0  3.9  2.0  3.1  2.9  3.5  2.9  2.6  
bàn_chân    đầu          1.5  1.7  1.8  2.0  1.7  1.7  1.5  1.1  0.9  1.4  0.8  0.9  
mẹ          giám_hộ      4.0  3.5  7.0  5.0  4.4  3.5  5.0  3.6  3.4  3.6  3.5  3.2  
nha_khoa    nha_sĩ       6.5  6.7  8.5  8.5  6.2  6.7  8.0  6.1  5.9  6.9  5.7  5.8  
cồn         whiskey      7.0  7.4  7.0  6.5  6.8  7.2  7.0  6.6  6.4  6.9  6.5  6.2  
miệng       răng         4.5  3.8  7.0  7.0  4.1  4.5  6.0  4.1  3.9  4.3  3.8  3.9  
thức_ăn     giò          5.5  5.5  5.5  7.0  5.7  5.7  5.0  5.1  4.9  5.8  4.9  4.6  
nhà_tắm     buồng        1.5  1.7  5.0  3.0  1.3  1.3  4.0  1.1  0.9  1.0  0.8  0.9  
đĩa         bát          5.0  5.3  7.0  5.6  5.4  5.4  5.0  4.6  4.4  5.1  4.5  4.2  
thịt        giò          6.0  5.6  7.0  7.5  6.0  5.5  6.5  5.6  5.4  5.6  5.2  5.3  
không_khí   hơi_nước     4.0  4.2  6.5  5.6  4.2  3.5  5.0  3.6  3.4  4.1  3.5  3.2  
công_nhân   chủ          5.0  4.5  3.0  3.6  4.7  5.3  3.0  4.6  4.4  4.6  4.3  4.4  
cơ_thể      ngực         5.5  5.3  5.0  4.6  5.2  5.9  4.0  5.1  4.9  5.1  4.9  4.6  
con_trai    cha          4.5  3.9  7.0  6.1  4.2  4.9  5.5  4.1  3.9  4.7  3.8  3.9  
tim         phẫu_thuật   2.0  2.5  2.0  3.6  2.4  2.1  3.0  1.6  1.4  2.0  1.5  1.2  
phụ_nữ      thư_ký       2.5  2.4  5.0  2.6  2.6  2.6  2.0  2.1  1.9  2.4  1.7  3.1  
đàn_ông     cha          5.5  5.0  7.0  6.1  5.9  5.5  5.5  5.1  4.9  5.2  5.0  4.7  
bãi_tắm     đảo          3.5  3.6  7.5  7.0  3.6  3.0  5.5  3.1  2.9  3.6  2.8  2.9  
truyện_ngắn chủ_đề       4.5  4.5  5.0  6.5  4.0  4.3  4.5  4.1  3.9  4.6  3.9  3.6  
trò_chơi    vui          7.5  7.0  5.5  5.0  7.4  7.1  4.0  7.1  6.9  7.1  6.8  6.9  
giáp_hạt    mùa_vụ       6.0  5.6  7.0  4.6  6.4  6.2  4.0  5.6  5.4  6.2  5.5  5.2  
cặp         đôi          9.5  9.7  8.6  9.5  9.5  9.5  8.0  9.1  8.9  9.0  8.8  8.9  
phụ_nữ      vợ           5.5  5.4  5.6  8.0  5.5  5.3  6.0  5.1  4.9  6.0  5.0  4.7  
lợn         gia_súc      6.5  6.2  5.5  7.0  6.5  6.3  6.5  6.1  5.9  6.2  5.8  5.9  
ví          túi          7.5  7.6  8.5  8.5  7.5  7.4  7.0  7.1  6.9  7.4  6.9  6.6  
trần        thánh_đường  2.0  2.2  2.0  2.0  2.3  2.5  1.0  1.6  1.4  2.1  1.3  1.4  
đậu         cà_phê       3.0  3.5  1.3  1.6  3.2  3.0  1.0  2.6  2.4  2.6  2.5  2.2  
gỗ          giấy         6.5  6.2  3.3  3.6  6.9  6.6  3.0  6.1  5.9  7.0  5.7  5.8  
đỉnh        cạnh         3.5  3.2  3.0  2.6  3.8  3.1  2.0  3.1  2.9  3.4  3.0  2.7  
tội_phạm    lừa_đảo      4.0  3.7  5.0  7.5  4.1  4.5  6.0  3.6  3.4  4.5  3.3  3.4  
đau         hại          4.5  3.9  3.0  3.6  4.3  5.0  3.0  4.1  3.9  4.6  3.9  3.6  
người_yêu   bầu_bạn      2.5  2.2  7.0  5.0  2.9  2.6  4.0  2.1  1.9  2.3  1.8  1.9  
buổi_tối    chạng_vạng   8.5  8.5  5.5  8.0  8.8  8.8  7.0  8.1  7.9  8.2  8.0  7.7  
cha         con_gái      3.5  3.6  3.0  3.6  3.4  3.2  3.0  3.1  2.9  3.4  2.7  2.8  
rượu        chất_lỏng    5.0  5.2  5.5  4.6  5.0  5.1  4.0  4.6  4.4  4.9  4.5  4.2  
bò          dê           4.5  4.5  5.0  6.5  4.8  4.8  6.0  4.1  3.9  4.8  3.8  3.9  
đức_tin     quan_điểm    2.5  2.6  4.0  6.0  2.7  2.4  6.0  2.1  1.9  2.8  1.9  1.6  
thực_tế     ảo_giác      1.0  1.4  0.0  1.6  1.0  0.5  1.0  1.6  1.4  0.0  1.3  1.4  
hiệp_ước    hiệp_định    7.5  7.9  7.0  6.5  7.8  7.4  7.5  7.1  6.9  7.9  7.0  6.7  
giàu_có     nghèo        2.0  2.1  3.0  3.0  1.5  2.3  2.0  1.6  1.4  2.3  1.2  1.3  
tai_nạn     khẩn_cấp     6.5  6.1  5.0  5.6  6.3  6.4  5.0  6.1  5.9  6.3  6.0  5.7  
trận        cuộc         7.5  7.7  7.0  6.5  7.8  7.6  7.0  7.1  6.9  7.2  6.8  6.9  
bạn         giáo_viên    2.0  2.3  4.0  2.6  1.6  1.8  2.0  1.6  1.4  2.1  1.4  1.1  
căn_bệnh    nhiễm_trùng  6.0  6.1  4.0  6.5  6.2  6.5  7.0  5.6  5.4  5.7  5.3  5.4  
trò_chơi    mưu_mẹo      2.0  2.4  3.0  3.0  1.6  2.2  3.0  1.6  1.4  2.1  1.5  1.2  
anh_trai    con_trai     6.0  5.2  6.0  7.0  6.4  5.5  5.0  5.6  5.4  6.2  5.2  5.3  
cô          cháu         3.5  3.5  3.0  2.6  3.9  3.2  2.0  3.1  2.9  3.8  3.0  2.7  
công_nhân   thợ_máy      7.5  7.2  5.5  6.5  7.7  7.1  5.0  7.1  6.9  7.4  6.8  6.9  
bác_sĩ      nha_khoa     8.0  7.6  7.0  7.5  8.1  8.3  6.0  7.6  7.4  8.3  7.4  7.1  
khế         tre          3.5  3.4  4.5  3.0  3.9  3.4  3.0  3.1  2.9  3.7  2.8  2.9  
ong         nữ_hoàng     2.5  2.3  2.0  1.0  2.2  2.6  1.0  2.1  1.9  2.2  2.0  1.7  
xe_hơi      xe_đạp       3.5  3.5  5.0  5.0  3.9  3.7  4.0  3.1  2.9  3.2  2.7  2.8  
mục_đích    kim_chỉ_nam  3.5  3.9  4.5  3.0  4.0  3.8  5.0  3.1  2.9  3.1  3.0  2.7  
tháng_giêng tháng        6.5  5.9  4.5  7.5  6.5  6.6  6.0  6.1  5.9  6.8  5.8  5.9  
quân_đội    tiểu_đội     6.0  6.4  5.5  7.0  5.5  6.4  7.0  5.6  5.4  6.1  5.4  5.1  
mây         thời_tiết    5.5  4.9  3.0  6.5  5.3  5.1  6.0  5.1  4.9  5.1  4.8  4.9  
thầy_thuốc  bác_sĩ       8.5  8.6  7.0  9.0  8.6  9.0  9.0  8.1  7.9  8.9  8.0  7.7  
hẻm         thung_lũng   8.0  8.1  5.0  4.6  8.5  8.3  4.0  7.6  7.4  7.9  7.2  7.3  
sông        thung_lũng   4.5  4.8  3.0  6.5  4.9  4.1  5.0  4.1  3.9  4.2  4.0  3.7  
mặt_trời    trời         4.0  4.0  7.0  5.6  3.7  3.7  5.0  3.6  3.4  3.8  3.3  3.4  
mục_tiêu    mũi_tên      3.0  3.0  3.3  4.0  3.3  2.7  3.0  2.6  2.4  3.3  2.4  2.1  
gạo_nếp     bánh_nếp     6.0  6.1  6.5  5.5  6.4  5.9  4.0  5.6  5.4  5.9  5.3  5.4  
hoàn_cảnh   tình_hình    7.5  7.9  6.0  6.5  7.1  8.0  6.5  7.1  6.9  7.0  7.0  6.7  
quan_điểm   lựa_chọn     8.0  8.0  5.0  4.5  7.8  8.0  3.0  7.6  7.4  8.1  7.2  7.3  
nhịp        giai_điệu    7.0  6.8  7.0  7.5  7.3  7.4  7.0  6.6  6.4  6.7  6.5  6.2  
ruột        dây_thần_kinh 3.5  3.4  4.0  3.0  3.8  4.0  4.0  3.1  2.9  3.9  2.8  2.9  
ban_ngày    bình_minh    4.5  4.3  3.5  5.5  4.5  4.7  4.0  4.1  3.9  4.8  3.9  3.6  
gia_súc     thịt_thà     4.0  3.3  5.0  2.6  4.3  3.6  2.0  3.6  3.4  4.0  3.3  3.4  
bác_sĩ      giáo_sư      3.5  4.0  4.5  5.5  3.1  3.9  5.0  3.1  2.9  3.3  3.0  2.7  
tay         mạch_máu     4.0  3.3  4.5  2.6  3.8  4.3  2.0  3.6  3.4  4.2  3.2  3.3  
phòng       bồn_tắm      2.0  1.6  5.0  4.6  2.4  2.4  4.0  1.6  1.4  2.2  1.5  2.0  
tập_đoàn    thương_mại   2.5  1.8  3.0  3.6  2.2  2.1  3.0  2.1  1.9  2.7  1.8  1.9  
vui         bóng_đá      1.5  1.9  3.0  3.0  1.1  1.8  2.0  1.1  0.9  1.2  0.9  0.6  
đồi         sườn         4.5  4.2  5.5  4.6  4.8  4.8  4.0  4.1  3.9  4.3  3.8  3.9  
xương       mắt_cá       6.0  5.7  3.0  4.0  5.6  5.6  3.0  5.6  5.4  6.0  5.5  5.2  
táo         kẹo          1.5  1.5  2.5  2.0  1.6  1.3  2.0  1.1  0.9  1.3  0.7  0.8  
trợ_lý      lễ_tân       3.0  2.9  3.5  4.0  3.2  3.0  5.0  2.6  2.4  3.4  2.5  2.2  
lãnh_đạo    người_quản_lý 8.0  7.8  6.5  7.5  8.1  7.7  6.0  7.6  7.4  8.4  7.3  7.4  
chanh       trà          2.0  2.3  2.5  4.0  2.0  1.7  2.0  1.6  1.4  2.2  1.4  1.1  
ong         kiến         4.5  4.3  4.5  5.0  4.5  4.0  4.0  4.1  3.9  4.4  3.8  3.9  
bóng_rổ     bóng_chày    3.5  3.2  5.9  7.0  3.4  3.5  5.0  3.1  2.9  3.4  3.0  2.7  
gạo         đậu          2.5  1.7  6.0  4.6  2.9  2.9  4.0  2.1  1.9  2.1  1.7  1.8  
giường      đồ_đạc       5.5  6.0  4.6  3.6  6.0  5.2  3.0  5.1  4.9  5.7  5.0  4.7  
xúc_động    đam_mê       6.5  6.0  3.0  3.0  6.2  6.4  4.0  6.1  5.9  6.8  5.8  5.9  
hỗn_loạn    hỗn_độn      8.5  8.0  6.9  6.5  8.8  8.1  6.5  8.1  7.9  8.6  7.9  7.6  
tội_phạm    hành_hạ      4.0  3.3  4.0  4.0  3.5  4.4  3.0  3.6  3.4  3.8  3.3  3.4  
máy_móc     máy          9.0  8.6  8.0  7.5  8.5  9.3  6.5  8.6  8.4  8.9  8.5  8.2  
bãi_tắm     biển         7.0  7.2  7.0  6.1  7.5  6.6  5.5  6.6  6.4  7.0  6.2  6.3  
ngõ_hẻm     bát          0.5  0.4  1.0  1.0  0.2  0.1  1.0  0.1  0.0  0.5  0.0  0.0  
lọ          chai         7.0  7.1  8.0  8.5  7.0  7.3  8.0  6.6  6.4  7.1  6.3  6.4  
sức_mạnh    khả_năng     6.5  6.1  7.0  6.5  6.6  6.2  5.0  6.1  5.9  6.2  5.9  5.6  
hạt         mù_tạt       6.0  6.0  2.0  5.5  6.0  5.9  4.0  5.6  5.4  5.8  5.3  5.4  
kèn         trống        3.5  3.6  6.5  4.1  3.1  3.7  3.5  3.1  2.9  3.4  3.0  2.7  
quan_điểm   ý_kiến       5.5  5.2  6.0  7.5  5.5  5.4  7.0  5.1  4.9  5.8  4.7  4.8  
bắc         tây          3.5  3.6  4.0  6.0  3.8  3.6  4.0  3.1  2.9  4.0  3.0  2.7  
kiêng       xà_lách      1.0  0.7  1.0  3.0  0.7  1.4  1.0  0.6  0.4  1.0  0.5  0.5  
mẹ          vợ           4.5  4.7  5.0  4.6  4.0  4.4  4.0  4.1  3.9  4.8  3.9  3.6  
bố          mẹ           3.5  3.7  7.0  4.6  3.3  3.5  4.0  3.1  2.9  3.9  2.8  2.9  
thuyền_trưởngthuyền_viên  5.0  5.5  6.0  7.5  4.8  5.1  6.0  4.6  4.4  5.5  4.5  4.2  
mét         thước        5.5  5.7  5.5  5.6  5.9  5.3  5.0  5.1  4.9  5.5  4.7  4.8  
bia         rượu_vang    7.0  6.7  6.0  7.5  6.7  7.3  5.5  6.6  6.4  7.1  6.5  6.2  
động_cơ     thuyền       5.5  5.5  4.0  2.6  5.8  5.7  2.0  5.1  4.9  5.2  4.8  4.9  
thẻ         cầu          0.5  0.5  1.0  1.6  0.4  0.8  1.0  0.1  0.0  0.7  0.0  0.0  
khoa_học    tâm_lý_học   6.0  5.9  4.5  4.1  6.2  6.0  3.5  5.6  5.4  6.3  5.3  5.4  
tội_đồ      thánh        1.5  1.4  2.0  1.6  1.7  1.6  1.0  1.1  0.9  1.3  1.0  0.7  
bầu_trời    mặt_đất      2.0  1.9  3.0  2.0  2.3  2.4  2.0  1.6  1.4  1.6  1.2  1.3  
đám         nhóm         7.5  7.4  6.0  7.0  7.8  7.4  5.0  7.1  6.9  7.7  7.0  6.7  
bãi_tắm     san_hô       2.5  2.2  5.0  6.5  2.1  2.8  5.0  2.1  1.9  2.7  1.8  1.9  
đàn_ông     trẻ_em       3.5  3.4  4.0  3.5  3.2  3.1  3.0  3.1  2.9  3.3  2.9  2.6  
bánh_dẻo    pho_mát      3.5  2.8  4.0  2.6  3.6  4.0  2.0  3.1  2.9  3.8  2.8  2.9  
vô_địch     quán_quân    7.0  6.8  8.5  9.0  6.6  7.0  7.0  6.6  6.4  6.7  6.5  6.2  
thành_tích  nghi_lễ      1.0  0.8  2.0  3.5  0.8  1.1  2.0  0.6  0.4  0.7  0.5  0.5  
thực_đơn    thực_khách   3.5  3.9  4.0  5.5  3.4  3.2  5.5  3.1  2.9  3.5  3.0  2.7  
vua         công_chúa    4.5  4.3  5.0  5.6  4.2  4.2  5.0  4.1  3.9  4.6  3.8  3.9  
giàu_có     uy_tín       5.0  5.1  4.0  4.0  5.2  5.2  3.0  4.6  4.4  5.4  4.4  4.1  
sức_bền     sức_mạnh     4.5  4.7  5.5  6.0  4.5  4.4  5.0  4.1  3.9  4.1  3.8  3.9  
tai_ương    nguy_cơ      5.0  4.7  5.0  4.6  5.4  4.6  4.0  4.6  4.4  5.0  4.5  4.2  
thánh_thần  thầy_tu      2.0  1.7  6.0  5.5  2.2  1.5  5.5  1.6  1.4  2.5  1.2  1.3  
nam_giới    anh_em       3.0  3.2  4.0  2.6  3.0  3.1  2.0  2.6  2.4  2.7  2.5  2.2  
bạn_bè      bầu_bạn      9.0  9.1  4.5  6.5  9.4  8.9  7.0  8.6  8.4  9.0  8.3  8.4  
giáo_viên   trợ_lý       3.5  3.2  4.0  3.6  4.0  3.1  3.0  3.1  2.9  3.0  2.9  2.6  
cơ_thể      bụng         5.5  4.8  4.5  6.5  5.1  5.8  5.0  5.1  4.9  5.5  4.8  4.9  
lưỡi        họng         4.0  4.0  6.0  4.6  4.5  3.8  4.0  3.6  3.4  4.2  3.5  3.2  
nhà         thảm         3.5  3.0  2.0  2.6  3.1  3.6  2.0  3.1  2.9  3.3  2.7  2.8  
tri_thức    kỹ_năng      4.5  4.8  4.0  7.0  4.3  4.5  6.0  4.1  3.9  4.7  4.0  3.7  
hành_trình  cuộc         6.0  6.2  5.0  4.6  6.4  5.7  4.0  5.6  5.4  5.7  5.3  5.4  
thánh_thần  mồi          0.5  0.6  0.0  2.0  0.7  0.6  1.0  0.1  0.0  0.7  0.0  0.0  
anh_trai    tâm_hồn      0.5  0.2  0.0  1.6  0.7  0.7  1.0  0.1  0.0  0.1  0.0  0.0  
kẻ_thù      đối_thủ      7.5  7.9  8.0  6.0  7.6  7.1  7.5  7.1  6.9  7.2  7.0  6.7  
thi_thể     hoạn_nạn     3.0  2.4  1.0  4.0  3.0  3.2  4.0  2.6  2.4  2.9  2.2  2.3  
quái_vật    quỷ          8.0  7.5  6.0  7.5  7.9  7.6  6.7  7.6  7.4  8.1  7.5  7.2  
ban_ngày    sáng         6.5  6.5  6.5  5.6  6.4  6.7  5.0  6.1  5.9  6.3  5.8  5.9  
đàn_ông     người_hùng   4.5  4.7  6.0  4.6  4.6  4.7  4.0  4.1  3.9  4.2  3.9  3.6  
bạn         anh_chàng    2.5  2.6  6.0  5.5  2.2  2.1  5.0  2.1  1.9  2.9  1.8  1.9  
ca_khúc     truyện_ngắn  3.0  3.0  4.3  5.0  2.8  2.6  4.0  2.6  2.4  3.3  2.5  2.2  
tia         ánh_sáng     7.5  7.2  6.5  6.0  7.7  7.7  6.0  7.1  6.9  7.7  6.7  6.8  
anh_chàng   giới_tính    2.0  2.0  3.0  5.5  1.8  2.5  4.0  1.6  1.4  2.1  1.5  2.5  
gà          gạo          2.5  2.7  5.0  2.6  2.1  2.4  2.0  2.1  1.9  2.8  1.8  1.9  
hộp         thang_máy    1.0  0.6  4.0  3.1  1.3  0.7  2.5  0.6  0.4  1.4  0.5  0.5  
bơ          khoai_tây    3.0  3.0  4.5  5.5  3.4  2.6  4.5  2.6  2.4  2.8  2.3  2.4  
căn_hộ      đồ_đạc       3.5  3.4  4.0  3.6  3.5  3.5  3.0  3.1  2.9  3.3  3.0  2.7  
hồ          đầm          6.5  5.8  6.5  7.5  6.4  7.0  6.0  6.1  5.9  6.8  5.7  5.8  
xà_lách     giấm         1.5  1.9  4.0  3.0  2.0  1.4  3.0  1.1  0.9  1.1  1.0  0.7  
hoa         bóng_đèn     1.0  1.2  2.0  1.0  0.8  0.7  2.0  0.6  0.4  1.0  0.5  0.5  
